source_location_code,destination_location_code,travel_distance_in_km,travel_time_in_min
13013290,10208596,33.16,62
13013290,10208595,34.07,42
13013290,10208686,37.73,64
13013290,10208776,33.71,39
13013290,12475516,31.32,39
13013290,12721000,26.78,50
13013290,10208593,30.31,31
13013290,10210421,15.64,23
13013290,12854133,32.07,52
13013290,12546176,19.46,27
13013290,12690815,23.97,43
13013290,12854140,52.2,84
13013290,10310757,61.75,65
13013290,11539696,8.75,13
13013290,10208639,25.32,33
13013290,10208731,26.99,27
13013290,12854166,25.07,27
13013290,10208764,29.18,33
13013290,10310590,29.9,49
13013290,12854147,26.72,29
13013290,12854121,37.13,61
13013290,12502170,32.46,62
13013290,12021664,37.52,60
13013290,12995436,29.35,36
13013290,10208661,35.77,48
13013290,10208602,28.64,40
13013290,12725145,32.92,42
13013290,12854195,38.18,54
13013290,10219625,23.03,43
13013290,12983715,30.46,48
13013290,12171479,32.48,34
13013290,10208746,22.55,23
13013290,12838671,64.07,85
13013290,10208762,38.2,69
13013290,12738762,41.63,45
13013290,10214844,16.59,27
13013290,12860572,23.3,35
13013290,12854164,22.37,25
13013290,10208747,18.39,35
13013290,11950159,29.23,38
13013290,11957296,46.58,71
13013290,10208712,37.19,58
13013290,10208117,37.82,58
13013290,10208119,36.15,65
13013290,10364922,34.35,40
13013290,10208696,22.27,28
13013290,10208629,40.22,48
13013290,10208707,30.59,41
13013290,10208701,19.88,30
13013290,10208760,29.14,31
13013290,10208641,33.27,46
13013290,10208694,29.03,34
13013290,10208499,111.03,130
13013290,13067405,29.61,36
13013290,13067657,25.08,32
13013290,12171444,28.19,33
13013290,12489344,11.74,16
13013290,10208651,18.49,32
13013290,13015040,28.28,43
13013290,12420540,26.08,26
13013290,12854153,34.92,34
13013290,10208614,46.93,58
13013290,10208730,53.45,89
13013290,10208719,51.8,70
13013290,11646201,45.49,77
13013290,12854139,43.02,57
13013290,12510558,56.37,71
13013290,12231175,62.62,73
13013290,12814117,60.06,66
13013290,12666962,66.94,87
13013290,10208705,45.88,67
13013290,10396151,63.14,84
13013290,12814084,79.65,136
13013290,10208687,101.01,126
13013290,10393503,25.73,35
13013290,12854148,29.61,39
13013290,10214832,102.38,175
13013290,10208647,29.13,34
13013290,10208734,25.51,35
13013290,12854184,27.53,45
13013290,12854138,28.48,34
13013290,10208697,31.33,50
13013290,10208703,23.33,28
13013290,12548942,36.82,71
13013290,13028069,32.79,39
13013290,12679735,40.12,48
13013290,12016186,39.59,42
13013290,12854126,33.66,33
13013290,12854154,36.18,72
13013290,10208759,36.27,64
13013290,11770353,49.61,78
13013290,12769185,36.23,48
13013290,12854137,38.8,45
13013290,12862432,38.29,42
13013290,10208120,26.23,28
13013290,10208772,26.04,47
13013290,10364885,18.25,21
13013290,10364928,22.89,24
13013290,10208751,26.2,33
13013290,10208645,26.16,27
13013290,10364904,23.19,40
13013290,10208129,38.31,57
13013290,12487426,32.0,45
13013290,12628674,43.13,64
13013290,12341445,48.94,49
13013290,13067128,41.53,41
13013290,12983542,40.89,58
13013290,10208654,29.07,56
13013290,12542118,35.56,62
13013290,10364926,39.1,71
13013290,10208752,38.14,65
13013290,10364920,35.72,66
13013290,10208656,42.09,50
13013290,10208771,31.55,41
13013290,12854159,31.54,41
13013290,10208597,34.3,62
13013290,10364908,23.79,25
13013290,12769170,27.73,43
13013290,12770183,29.19,38
13013290,13068448,34.42,39
13013290,12854171,38.52,42
13013290,10208577,37.36,56
13013290,10208580,30.46,30
13013290,12854127,35.93,69
13013290,10208619,30.15,33
13013290,12769191,28.21,39
13013290,10208777,28.67,37
13013290,12788882,38.32,71
13013290,10212247,1.2,1
13013290,10208725,85.97,112
13013290,10214831,114.93,149
13013290,11952476,39.6,67
13013290,10213766,32.76,47
13013290,12854130,29.54,50
13013290,10208713,34.06,55
13013290,12341441,17.05,21
13013290,12757112,23.59,27
13013290,12339991,27.03,30
13013290,13032687,33.02,58
13013290,12628650,23.87,35
13013290,12475521,23.76,24
13013290,10953982,25.07,26
13013290,10208692,16.9,22
13013290,12475631,17.25,33
13013290,10208123,18.65,25
13013290,10208688,20.93,29
13013290,10208505,130.21,181
13013290,12588807,40.68,58
13013290,10208672,38.2,53
13013290,10208636,45.77,58
13013290,12854181,51.65,57
13013290,12854196,40.75,47
13013290,10208755,44.49,47
13013290,12420819,22.95,23
13013290,12880157,34.23,57
13013290,10222647,14.19,16
13013290,10366958,29.17,54
13013290,10208644,35.79,58
13013290,10367569,48.94,59
13013290,10208622,42.66,52
13013290,10208652,42.01,72
13013290,12406372,28.12,33
13013290,13065930,36.14,52
13013290,10208735,27.44,28
13013290,12434146,32.33,34
13013290,12506169,54.74,58
13013290,10208501,103.01,140
13013290,10208500,120.38,138
13013290,10208706,13.63,17
13013290,12147179,22.76,39
13013290,10208724,26.03,28
13013290,12655984,31.08,60
13013290,12174646,35.14,63
13013290,12532788,45.39,55
13013290,12341443,19.95,20
13013290,12628704,31.72,33
13013290,10208590,33.72,36
13013290,12740486,41.27,43
13013290,12854125,56.32,93
13013290,12542300,63.1,77
13013290,10208118,41.33,46
13013290,10208122,45.25,53
13013290,10208124,25.78,30
13013290,10208578,31.8,63
13013290,10208601,47.01,76
13013290,10208609,37.38,60
13013290,10208610,43.26,74
13013290,10208620,39.06,44
13013290,10208642,37.97,52
13013290,10208665,41.46,65
13013290,10208673,42.89,42
13013290,10208690,48.12,48
13013290,10208711,36.07,56
13013290,10208728,57.48,101
13013290,10208738,30.48,32
13013290,10208749,36.62,37
13013290,10208761,47.8,55
13013290,10208766,39.24,39
13013290,10208769,38.19,44
13013290,10311889,47.17,47
13013290,11539652,41.31,72
13013290,11601941,30.94,45
13013290,11784129,20.36,24
13013290,11837298,19.64,20
13013290,11839297,20.78,20
13013290,11990630,123.76,232
13013290,12352070,96.74,109
13013290,12420822,44.43,54
13013290,12627036,39.37,41
13013290,12680540,34.78,46
13013290,12793479,29.67,46
13013290,12854131,31.16,51
13013290,12996267,37.17,38
13013290,13016256,40.25,49
13013290,A123,29.16,38
12026582,12854113,12.03,18
12026582,12854149,14.64,18
12026582,12577977,14.53,14
12026582,10212334,84.91,127
12026582,12585577,78.2,146
12026582,10212204,21.46,41
12026582,12628669,48.87,57
12026582,13013290,18.32,34
12026582,12026582,0.0,0
12026582,12854197,24.8,32
12026582,10208582,15.98,26
12026582,11956776,23.85,28
12026582,10364446,5.25,9
12026582,10366955,23.76,38
12026582,12474916,25.12,33
12026582,10279711,32.64,34
12026582,10218045,16.84,18
12026582,12708761,21.69,33
12026582,12740556,31.71,57
12026582,11346601,18.02,28
12026582,12854173,7.03,7
12026582,12854172,23.14,32
12026582,10208607,9.94,10
12026582,12750741,21.57,32
12026582,10208589,26.11,43
12026582,12854198,21.83,42
12026582,12345850,19.49,29
12026582,10208702,21.47,25
12026582,10208717,24.39,38
12026582,10208605,55.88,67
12026582,12854117,10.28,13
12026582,13045617,12.63,23
12026582,12854192,1.65,2
12026582,12854098,14.76,23
12026582,12854108,17.17,17
12026582,12724371,20.78,27
12026582,10208768,8.06,15
12026582,13005196,5.45,7
12026582,12779571,24.05,25
12026582,12742843,20.9,27
12026582,10364896,21.68,35
12026582,10208681,47.79,62
12026582,10212202,52.28,55
12026582,12715142,73.03,115
12026582,12475665,55.69,58
12026582,10212373,108.87,125
12026582,12475666,124.07,145
12026582,12044475,18.07,30
12026582,12656560,17.21,24
12026582,10212258,16.06,16
12026582,12219936,41.99,76
12026582,12194109,25.87,29
12026582,10208675,17.34,21
12026582,12475523,15.33,20
12026582,10208670,16.47,30
12026582,10366979,22.37,27
12026582,12475628,16.21,21
12026582,12475623,16.08,20
12026582,10208698,17.46,20
12026582,10208575,21.3,23
12026582,12475360,25.41,29
12026582,10208659,18.45,31
12026582,10208596,19.6,27
12026582,10208595,21.8,38
12026582,10208686,21.41,41
12026582,10208776,13.66,17
12026582,12475516,9.68,11
12026582,12721000,5.86,7
12026582,10208593,11.89,11
12026582,10210421,3.02,4
12026582,12854133,17.7,24
12026582,12546176,0.86,1
12026582,12690815,6.38,10
12026582,12854140,62.22,106
12026582,10310757,79.54,128
12026582,11539696,11.26,17
12026582,10208639,15.04,22
12026582,10208731,15.75,18
12026582,12854166,20.2,20
12026582,10208764,19.01,19
12026582,10310590,21.18,42
12026582,12854147,14.75,15
12026582,12854121,18.58,24
12026582,12502170,21.35,22
12026582,12021664,20.85,24
12026582,12995436,21.18,23
12026582,10208661,15.01,19
12026582,10208602,13.4,13
12026582,12725145,12.68,21
12026582,12854195,21.68,26
12026582,10219625,3.9,5
12026582,12983715,19.0,35
12026582,12171479,25.91,44
12026582,10208746,2.72,2
12026582,12838671,86.6,173
12026582,10208762,51.07,82
12026582,12738762,55.92,83
12026582,10214844,39.87,49
12026582,12860572,10.91,14
12026582,12854164,13.62,20
12026582,10208747,8.45,16
12026582,11950159,6.65,8
12026582,11957296,24.27,36
12026582,10208712,14.49,20
12026582,10208117,16.84,17
12026582,10208119,18.07,18
12026582,10364922,13.44,17
12026582,10208696,10.76,12
12026582,10208629,19.2,20
12026582,10208707,20.18,28
12026582,10208701,9.52,13
12026582,10208760,9.71,18
12026582,10208641,16.85,29
12026582,10208694,16.37,24
12026582,10208499,131.08,218
12026582,13067405,31.19,35
12026582,13067657,29.54,49
12026582,12171444,12.3,19
12026582,12489344,23.54,30
12026582,10208651,6.84,12
12026582,13015040,17.56,20
12026582,12420540,6.88,10
12026582,12854153,24.93,48
12026582,10208614,29.51,46
12026582,10208730,32.23,33
12026582,10208719,27.45,53
12026582,11646201,18.17,20
12026582,12854139,29.31,32
12026582,12510558,43.4,72
12026582,12231175,34.18,37
12026582,12814117,38.5,40
12026582,12666962,44.64,60
12026582,10208705,40.19,40
12026582,10396151,52.56,64
12026582,12814084,54.93,89
12026582,10208687,67.16,73
12026582,10393503,20.41,22
12026582,12854148,40.63,59
12026582,10214832,143.6,156
12026582,10208647,18.45,27
12026582,10208734,21.33,31
12026582,12854184,14.49,28
12026582,12854138,12.28,18
12026582,10208697,7.74,10
12026582,10208703,5.54,6
12026582,12548942,13.99,23
12026582,13028069,13.13,19
12026582,12679735,30.81,34
12026582,12016186,17.1,18
12026582,12854126,17.26,21
12026582,12854154,18.75,33
12026582,10208759,19.58,33
12026582,11770353,28.54,51
12026582,12769185,22.66,25
12026582,12854137,22.15,23
12026582,12862432,20.33,35
12026582,10208120,15.63,17
12026582,10208772,4.77,5
12026582,10364885,4.77,6
12026582,10364928,4.94,9
12026582,10208751,10.95,15
12026582,10208645,19.61,25
12026582,10364904,13.19,20
12026582,10208129,18.67,30
12026582,12487426,15.09,26
12026582,12628674,21.53,33
12026582,12341445,32.03,39
12026582,13067128,22.31,36
12026582,12983542,14.71,15
12026582,10208654,11.98,19
12026582,12542118,20.34,35
12026582,10364926,26.8,32
12026582,10208752,25.21,45
12026582,10364920,31.09,31
12026582,10208656,28.23,32
12026582,10208771,22.79,29
12026582,12854159,21.37,29
12026582,10208597,15.73,23
12026582,10364908,9.46,11
12026582,12769170,9.1,18
12026582,12770183,10.19,11
12026582,13068448,9.51,11
12026582,12854171,23.48,31
12026582,10208577,21.41,32
12026582,10208580,22.61,34
12026582,12854127,20.86,21
12026582,10208619,18.85,37
12026582,12769191,15.5,21
12026582,10208777,9.48,15
12026582,12788882,19.85,38
12026582,10212247,21.17,22
12026582,10208725,102.05,180
12026582,10214831,115.61,182
12026582,11952476,13.25,16
12026582,10213766,12.28,17
12026582,12854130,14.12,18
12026582,10208713,11.06,16
12026582,12341441,30.6,49
12026582,12757112,27.39,34
12026582,12339991,14.8,18
12026582,13032687,20.5,38
12026582,12628650,9.51,9
12026582,12475521,3.62,4
12026582,10953982,34.96,44
12026582,10208692,19.2,21
12026582,12475631,19.24,24
12026582,10208123,20.82,25
12026582,10208688,23.87,31
12026582,10208505,117.42,132
12026582,12588807,31.81,47
12026582,10208672,25.62,33
12026582,10208636,23.18,28
12026582,12854181,31.89,53
12026582,12854196,25.52,46
12026582,10208755,30.12,32
12026582,12420819,10.66,12
12026582,12880157,22.33,34
12026582,10222647,22.92,31
12026582,10366958,12.04,20
12026582,10208644,27.59,29
12026582,10367569,30.13,30
12026582,10208622,22.54,34
12026582,10208652,27.33,51
12026582,12406372,15.62,21
12026582,13065930,12.19,23
12026582,10208735,8.96,13
12026582,12434146,8.76,9
12026582,12506169,42.55,44
12026582,10208501,147.73,206
12026582,10208500,115.44,128
12026582,10208706,23.16,28
12026582,12147179,4.03,5
12026582,10208724,9.43,18
12026582,12655984,12.53,25
12026582,12174646,25.58,31
12026582,12532788,31.01,38
12026582,12341443,3.01,3
12026582,12628704,23.62,24
12026582,10208590,17.84,20
12026582,12740486,24.61,49
12026582,12854125,36.32,37
12026582,12542300,39.62,55
12026582,10208118,19.91,33
12026582,10208122,22.71,33
12026582,10208124,11.52,16
12026582,10208578,21.05,25
12026582,10208601,27.88,39
12026582,10208609,24.81,27
12026582,10208610,55.33,62
12026582,10208620,15.01,18
12026582,10208642,12.46,24
12026582,10208665,18.15,18
12026582,10208673,20.3,34
12026582,10208690,75.43,107
12026582,10208711,21.36,25
12026582,10208728,60.52,117
12026582,10208738,9.44,9
12026582,10208749,23.63,36
12026582,10208761,20.59,22
12026582,10208766,23.43,27
12026582,10208769,25.04,28
12026582,10311889,21.72,40
12026582,11539652,21.76,22
12026582,11601941,38.42,43
12026582,11784129,12.66,18
12026582,11837298,17.26,34
12026582,11839297,33.48,42
12026582,11990630,138.82,203
12026582,12352070,123.87,190
12026582,12420822,23.92,46
12026582,12627036,11.79,16
12026582,12680540,14.48,20
12026582,12793479,21.02,29
12026582,12854131,10.88,18
12026582,12996267,13.27,25
12026582,13016256,25.12,38
12026582,A123,29.42,43
12854197,12854113,34.21,68
12854197,12854149,13.23,16
12854197,12577977,25.25,32
12854197,10212334,94.93,183
12854197,12585577,87.14,106
12854197,10212204,48.91,81
12854197,12628669,74.72,99
12854197,13013290,36.7,40
12854197,12026582,22.24,30
12854197,12854197,0.0,0
12854197,10208582,11.57,12
12854197,11956776,3.71,4
12854197,10364446,18.6,37
12854197,10366955,1.74,2
12854197,12474916,8.3,13
12854197,10279711,26.86,30
12854197,10218045,30.38,43
12854197,12708761,43.97,52
12854197,12740556,41.27,72
12854197,11346601,42.24,60
12854197,12854173,19.12,22
12854197,12854172,27.06,37
12854197,10208607,23.18,33
12854197,12750741,7.61,13
12854197,10208589,10.38,11
12854197,12854198,2.58,2
12854197,12345850,2.36,3
12854197,10208702,4.67,8
12854197,10208717,4.02,4
12854197,10208605,88.33,117
12854197,12854117,18.44,24
12854197,13045617,15.63,30
12854197,12854192,24.75,45
12854197,12854098,21.12,34
12854197,12854108,24.62,34
12854197,12724371,15.01,21
12854197,10208768,14.3,17
12854197,13005196,21.05,35
12854197,12779571,55.41,107
12854197,12742843,28.36,29
12854197,10364896,38.15,40
12854197,10208681,61.14,79
12854197,10212202,65.64,123
12854197,12715142,86.66,99
12854197,12475665,57.6,108
12854197,10212373,121.7,158
12854197,12475666,133.28,148
12854197,12044475,44.55,59
12854197,12656560,35.61,38
12854197,10212258,30.88,47
12854197,12219936,35.69,37
12854197,12194109,32.42,34
12854197,10208675,31.17,47
12854197,12475523,32.7,33
12854197,10208670,22.12,34
12854197,10366979,30.26,34
12854197,12475628,20.1,27
12854197,12475623,23.25,41
12854197,10208698,21.63,23
12854197,10208575,6.74,11
12854197,12475360,7.12,7
12854197,10208659,16.27,32
12854197,10208596,8.82,17
12854197,10208595,11.86,13
12854197,10208686,4.77,5
12854197,10208776,28.62,49
12854197,12475516,20.81,30
12854197,12721000,19.49,26
12854197,10208593,13.46,18
12854197,10210421,23.51,23
12854197,12854133,8.42,10
12854197,12546176,20.97,37
12854197,12690815,24.7,43
12854197,12854140,67.21,89
12854197,10310757,76.02,95
12854197,11539696,24.65,36
12854197,10208639,9.53,10
12854197,10208731,11.5,12
12854197,12854166,8.73,10
12854197,10208764,10.6,19
12854197,10310590,7.65,10
12854197,12854147,10.6,15
12854197,12854121,3.55,6
12854197,12502170,3.52,3
12854197,12021664,1.63,1
12854197,12995436,2.95,3
12854197,10208661,3.71,3
12854197,10208602,9.5,9
12854197,12725145,17.06,19
12854197,12854195,10.04,11
12854197,10219625,15.52,23
12854197,12983715,3.15,3
12854197,12171479,8.09,12
12854197,10208746,23.13,46
12854197,12838671,84.92,89
12854197,10208762,33.01,50
12854197,12738762,73.28,81
12854197,10214844,47.13,50
12854197,12860572,11.96,12
12854197,12854164,9.95,15
12854197,10208747,15.28,17
12854197,11950159,22.77,28
12854197,11957296,9.51,19
12854197,10208712,18.1,22
12854197,10208117,28.84,50
12854197,10208119,17.2,34
12854197,10364922,7.13,8
12854197,10208696,10.86,21
12854197,10208629,2.45,3
12854197,10208707,6.21,9
12854197,10208701,12.54,14
12854197,10208760,13.07,20
12854197,10208641,10.49,12
12854197,10208694,40.33,59
12854197,10208499,122.02,124
12854197,13067405,34.87,44
12854197,13067657,29.28,43
12854197,12171444,23.53,25
12854197,12489344,29.38,39
12854197,10208651,18.75,31
12854197,13015040,8.22,12
12854197,12420540,17.52,17
12854197,12854153,6.94,8
12854197,10208614,22.84,24
12854197,10208730,31.34,52
12854197,10208719,28.49,44
12854197,11646201,27.51,30
12854197,12854139,25.29,28
12854197,12510558,41.77,75
12854197,12231175,37.62,49
12854197,12814117,35.73,36
12854197,12666962,48.11,55
12854197,10208705,38.91,45
12854197,10396151,51.7,70
12854197,12814084,50.3,62
12854197,10208687,82.08,83
12854197,10393503,39.53,74
12854197,12854148,67.47,71
12854197,10214832,119.26,193
12854197,10208647,42.27,84
12854197,10208734,36.47,45
12854197,12854184,31.1,56
12854197,12854138,23.11,38
12854197,10208697,23.02,26
12854197,10208703,18.76,22
12854197,12548942,13.07,14
12854197,13028069,15.18,23
12854197,12679735,25.84,45
12854197,12016186,22.15,26
12854197,12854126,17.12,24
12854197,12854154,26.19,49
12854197,10208759,18.62,20
12854197,11770353,35.24,49
12854197,12769185,1.96,2
12854197,12854137,3.76,5
12854197,12862432,3.39,3
12854197,10208120,6.08,8
12854197,10208772,14.77,27
12854197,10364885,16.47,22
12854197,10364928,17.2,31
12854197,10208751,10.4,18
12854197,10208645,9.54,15
12854197,10364904,10.15,10
12854197,10208129,27.64,41
12854197,12487426,19.19,19
12854197,12628674,15.61,30
12854197,12341445,21.42,35
12854197,13067128,9.56,10
12854197,12983542,31.15,32
12854197,10208654,10.94,14
12854197,12542118,7.29,8
12854197,10364926,7.22,11
12854197,10208752,7.39,11
12854197,10364920,7.22,13
12854197,10208656,5.33,5
12854197,10208771,6.98,8
12854197,12854159,2.72,3
12854197,10208597,6.77,7
12854197,10364908,21.4,29
12854197,12769170,18.81,22
12854197,12770183,23.18,38
12854197,13068448,18.05,20
12854197,12854171,4.08,4
12854197,10208577,0.14,0
12854197,10208580,2.49,2
12854197,12854127,3.36,3
12854197,10208619,8.41,8
12854197,12769191,6.84,11
12854197,10208777,21.14,42
12854197,12788882,0.59,0
12854197,10212247,33.88,36
12854197,10208725,112.21,198
12854197,10214831,152.93,203
12854197,11952476,16.34,29
12854197,10213766,15.99,17
12854197,12854130,11.19,15
12854197,10208713,23.01,39
12854197,12341441,24.94,35
12854197,12757112,32.78,45
12854197,12339991,36.36,44
12854197,13032687,5.7,6
12854197,12628650,9.95,13
12854197,12475521,19.17,30
12854197,10953982,40.27,40
12854197,10208692,20.01,25
12854197,12475631,23.14,30
12854197,10208123,26.24,40
12854197,10208688,37.81,50
12854197,10208505,124.96,208
12854197,12588807,6.63,9
12854197,10208672,6.3,7
12854197,10208636,8.38,10
12854197,12854181,9.84,19
12854197,12854196,9.19,11
12854197,10208755,21.39,28
12854197,12420819,11.11,13
12854197,12880157,40.21,49
12854197,10222647,25.05,48
12854197,10366958,32.16,49
12854197,10208644,6.06,6
12854197,10367569,7.2,7
12854197,10208622,3.36,6
12854197,10208652,3.1,3
12854197,12406372,10.03,10
12854197,13065930,13.87,14
12854197,10208735,13.07,23
12854197,12434146,15.97,18
12854197,12506169,54.45,71
12854197,10208501,140.45,191
12854197,10208500,144.32,247
12854197,10208706,28.05,30
12854197,12147179,24.64,31
12854197,10208724,25.79,34
12854197,12655984,31.88,43
12854197,12174646,39.27,51
12854197,12532788,48.22,90
12854197,12341443,18.1,24
12854197,12628704,1.77,2
12854197,10208590,1.62,1
12854197,12740486,40.44,46
12854197,12854125,34.5,36
12854197,12542300,19.22,30
12854197,10208118,14.54,22
12854197,10208122,12.43,24
12854197,10208124,24.25,40
12854197,10208578,1.95,3
12854197,10208601,10.99,18
12854197,10208609,6.37,7
12854197,10208610,44.84,68
12854197,10208620,21.76,43
12854197,10208642,13.29,15
12854197,10208665,23.5,47
12854197,10208673,5.75,5
12854197,10208690,60.54,86
12854197,10208711,15.94,25
12854197,10208728,74.37,74
12854197,10208738,21.25,39
12854197,10208749,12.59,13
12854197,10208761,11.44,12
12854197,10208766,8.07,8
12854197,10208769,6.92,7
12854197,10311889,19.94,23
12854197,11539652,17.33,17
12854197,11601941,28.01,33
12854197,11784129,37.54,57
12854197,11837298,45.52,49
12854197,11839297,31.14,51
12854197,11990630,136.77,241
12854197,12352070,110.43,220
12854197,12420822,26.79,34
12854197,12627036,12.62,13
12854197,12680540,27.33,38
12854197,12793479,45.47,77
12854197,12854131,23.21,26
12854197,12996267,26.94,43
12854197,13016256,11.07,15
12854197,A123,51.04,87
10208582,12854113,31.7,46
10208582,12854149,5.71,7
10208582,12577977,21.94,32
10208582,10212334,89.34,95
10208582,12585577,95.02,123
10208582,10212204,38.59,74
10208582,12628669,85.86,114
10208582,13013290,34.05,53
10208582,12026582,20.44,32
10208582,12854197,9.66,11
10208582,10208582,0.0,0
10208582,11956776,9.08,13
10208582,10364446,16.43,18
10208582,10366955,11.21,13
10208582,12474916,15.87,22
10208582,10279711,37.6,51
10208582,10218045,31.96,31
10208582,12708761,39.71,41
10208582,12740556,45.09,45
10208582,11346601,41.03,49
10208582,12854173,19.49,28
10208582,12854172,28.92,54
10208582,10208607,12.06,12
10208582,12750741,4.66,7
10208582,10208589,7.39,11
10208582,12854198,11.65,19
10208582,12345850,12.1,15
10208582,10208702,15.77,20
10208582,10208717,13.73,21
10208582,10208605,91.08,111
10208582,12854117,15.79,15
10208582,13045617,26.3,35
10208582,12854192,22.61,22
10208582,12854098,14.99,17
10208582,12854108,12.93,18
10208582,12724371,7.84,7
10208582,10208768,10.55,14
10208582,13005196,15.11,29
10208582,12779571,36.72,55
10208582,12742843,19.04,27
10208582,10364896,40.46,47
10208582,10208681,60.08,90
10208582,10212202,66.84,75
10208582,12715142,108.86,181
10208582,12475665,81.93,163
10208582,10212373,122.55,147
10208582,12475666,148.22,269
10208582,12044475,35.61,68
10208582,12656560,37.82,47
10208582,10212258,36.73,51
10208582,12219936,36.01,60
10208582,12194109,40.21,44
10208582,10208675,25.37,46
10208582,12475523,27.81,49
10208582,10208670,10.03,12
10208582,10366979,20.49,28
10208582,12475628,10.52,12
10208582,12475623,16.17,22
10208582,10208698,8.94,13
10208582,10208575,4.01,4
10208582,12475360,6.35,9
10208582,10208659,5.4,7
10208582,10208596,0.5,0
10208582,10208595,3.19,4
10208582,10208686,8.55,11
10208582,10208776,15.23,22
10208582,12475516,13.03,19
10208582,12721000,14.6,25
10208582,10208593,7.25,14
10208582,10210421,19.98,27
10208582,12854133,15.32,24
10208582,12546176,20.15,20
10208582,12690815,15.46,18
10208582,12854140,69.54,80
10208582,10310757,76.51,80
10208582,11539696,25.94,45
10208582,10208639,16.94,20
10208582,10208731,16.97,24
10208582,12854166,17.73,22
10208582,10208764,17.04,28
10208582,10310590,17.38,22
10208582,12854147,15.15,16
10208582,12854121,13.16,21
10208582,12502170,12.74,13
10208582,12021664,12.86,20
10208582,12995436,10.51,12
10208582,10208661,11.38,12
10208582,10208602,6.86,8
10208582,12725145,5.97,10
10208582,12854195,0.03,0
10208582,10219625,13.76,16
10208582,12983715,10.01,13
10208582,12171479,18.69,32
10208582,10208746,17.71,35
10208582,12838671,78.37,92
10208582,10208762,41.44,67
10208582,12738762,87.57,105
10208582,10214844,53.63,57
10208582,12860572,11.51,15
10208582,12854164,16.08,16
10208582,10208747,15.22,22
10208582,11950159,16.67,20
10208582,11957296,4.06,4
10208582,10208712,10.44,11
10208582,10208117,15.09,15
10208582,10208119,5.18,9
10208582,10364922,7.79,14
10208582,10208696,17.45,28
10208582,10208629,12.15,17
10208582,10208707,13.92,16
10208582,10208701,14.58,17
10208582,10208760,8.97,9
10208582,10208641,4.0,4
10208582,10208694,32.07,35
10208582,10208499,156.14,240
10208582,13067405,44.19,85
10208582,13067657,39.6,40
10208582,12171444,17.66,20
10208582,12489344,38.94,61
10208582,10208651,17.99,35
10208582,13015040,15.04,25
10208582,12420540,16.4,23
10208582,12854153,5.63,5
10208582,10208614,16.25,30
10208582,10208730,18.04,18
10208582,10208719,15.05,20
10208582,11646201,13.42,23
10208582,12854139,16.37,23
10208582,12510558,34.71,45
10208582,12231175,27.5,36
10208582,12814117,22.92,28
10208582,12666962,33.69,39
10208582,10208705,25.75,46
10208582,10396151,43.98,58
10208582,12814084,33.2,39
10208582,10208687,58.89,86
10208582,10393503,37.5,75
10208582,12854148,58.18,67
10208582,10214832,152.59,163
10208582,10208647,37.05,63
10208582,10208734,32.72,37
10208582,12854184,30.87,59
10208582,12854138,20.5,21
10208582,10208697,14.22,21
10208582,10208703,17.78,22
10208582,12548942,4.78,6
10208582,13028069,5.97,9
10208582,12679735,15.38,20
10208582,12016186,12.51,15
10208582,12854126,7.15,11
10208582,12854154,11.24,12
10208582,10208759,9.66,16
10208582,11770353,23.99,31
10208582,12769185,11.55,21
10208582,12854137,13.18,13
10208582,12862432,8.49,10
10208582,10208120,8.86,15
10208582,10208772,16.1,30
10208582,10364885,15.52,16
10208582,10364928,17.23,28
10208582,10208751,14.56,24
10208582,10208645,16.96,17
10208582,10364904,15.11,18
10208582,10208129,16.98,18
10208582,12487426,12.1,16
10208582,12628674,9.82,12
10208582,12341445,14.44,18
10208582,13067128,5.06,7
10208582,12983542,15.39,18
10208582,10208654,8.4,12
10208582,12542118,16.59,17
10208582,10364926,16.73,19
10208582,10208752,20.24,29
10208582,10364920,15.56,22
10208582,10208656,15.21,28
10208582,10208771,14.18,26
10208582,12854159,11.61,19
10208582,10208597,5.79,11
10208582,10364908,17.18,22
10208582,12769170,12.94,16
10208582,12770183,14.0,21
10208582,13068448,12.87,24
10208582,12854171,16.13,26
10208582,10208577,9.86,12
10208582,10208580,8.8,16
10208582,12854127,13.44,19
10208582,10208619,15.39,20
10208582,12769191,8.23,9
10208582,10208777,11.79,18
10208582,12788882,11.74,18
10208582,10212247,39.53,56
10208582,10208725,100.44,167
10208582,10214831,134.75,179
10208582,11952476,5.34,5
10208582,10213766,6.75,13
10208582,12854130,4.64,8
10208582,10208713,13.28,21
10208582,12341441,40.73,40
10208582,12757112,42.67,44
10208582,12339991,25.07,29
10208582,13032687,16.1,17
10208582,12628650,11.6,12
10208582,12475521,15.11,28
10208582,10953982,48.92,81
10208582,10208692,34.07,40
10208582,12475631,25.77,29
10208582,10208123,34.35,42
10208582,10208688,35.14,39
10208582,10208505,125.23,159
10208582,12588807,15.76,18
10208582,10208672,12.71,23
10208582,10208636,11.67,23
10208582,12854181,11.31,13
10208582,12854196,16.97,23
10208582,10208755,10.75,12
10208582,12420819,11.6,21
10208582,12880157,27.17,52
10208582,10222647,32.34,62
10208582,10366958,24.0,30
10208582,10208644,18.91,29
10208582,10367569,16.91,20
10208582,10208622,14.32,20
10208582,10208652,12.04,15
10208582,12406372,4.94,6
10208582,13065930,6.25,8
10208582,10208735,10.14,14
10208582,12434146,7.44,8
10208582,12506169,53.02,64
